Force,T,U:0,U:1,U:2,generalizedNewtonian:nu,grad(U):0,grad(U):1,grad(U):2,grad(U):3,grad(U):4,grad(U):5,grad(U):6,grad(U):7,grad(U):8,grad(generalizedNewtonian:nu):0,grad(generalizedNewtonian:nu):1,grad(generalizedNewtonian:nu):2,kappa,p,rho,thermo:alpha,thermo:mu,wallHeatFlux,cellID,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Point ID
2.67812,442.476,-0.000207805,0,-0.00923212,3.09335,-10.0238,-1.38778e-17,0.849794,-1.38778e-17,-0.0122236,8.67362e-19,0.700579,8.67362e-19,23.2706,-443.694,0,8824.64,0.242162,1.25249e+06,945.152,0.000120485,185264,0,9101,1,1.64899e-05,1.64899e-05,0,-0.0113044,20
2.67862,442.486,-0.000216946,-2.11758e-22,-0.00923127,3.09317,-10.093,-1.38778e-17,0.886269,-1.38778e-17,-0.012308,0,0.730174,0,23.2663,-436.818,0,8825.48,0.242162,1.25272e+06,945.145,0.000120484,185097,0,9101,1,1.73144e-05,1.73144e-05,0,-0.0113044,21
2.67911,442.495,-0.000226087,-4.23516e-22,-0.00923042,3.09299,-10.1622,0,0.922743,0,-0.0123924,-8.67362e-19,0.75977,-8.67362e-19,23.262,-429.943,0,8826.31,0.242162,1.25295e+06,945.138,0.000120483,184930,0,9101,1,1.81389e-05,1.81389e-05,0,-0.0113044,22
2.67961,442.505,-0.000235228,4.23516e-22,-0.00922957,3.09281,-10.2314,1.38778e-17,0.959218,1.38778e-17,-0.0124768,8.67362e-19,0.789365,-8.67362e-19,23.2576,-423.067,-4.44089e-16,8827.14,0.242162,1.25318e+06,945.132,0.000120482,184763,0,9101,1,1.89634e-05,1.89634e-05,0,-0.0113044,23
2.68011,442.515,-0.000244369,2.11758e-22,-0.00922872,3.09263,-10.3006,1.38778e-17,0.995693,1.38778e-17,-0.0125612,0,0.818961,8.67362e-19,23.2533,-416.191,-4.44089e-16,8827.98,0.242162,1.25341e+06,945.125,0.000120481,184596,0,9101,1,1.97879e-05,1.97879e-05,0,-0.0113044,24
2.6806,442.525,-0.00025351,0,-0.00922787,3.09245,-10.3698,1.38778e-17,1.03217,1.38778e-17,-0.0126456,8.67362e-19,0.848556,4.33681e-19,23.2489,-409.316,-4.44089e-16,8828.81,0.242162,1.25365e+06,945.119,0.00012048,184428,0,9101,1,2.06124e-05,2.06124e-05,0,-0.0113044,25
2.6811,442.535,-0.000262652,2.11758e-22,-0.00922702,3.09227,-10.439,0,1.06864,0,-0.01273,8.67362e-19,0.878152,8.67362e-19,23.2446,-402.44,4.44089e-16,8829.64,0.242162,1.25388e+06,945.112,0.000120479,184261,0,9101,1,2.14369e-05,2.14369e-05,0,-0.0113044,26
2.68159,442.545,-0.000271793,1.05879e-22,-0.00922618,3.09208,-10.5083,-6.93889e-18,1.10512,-6.93889e-18,-0.0128144,0,0.907748,-8.67362e-19,23.2403,-395.564,0,8830.48,0.242162,1.25411e+06,945.105,0.000120478,184094,0,9101,1,2.22614e-05,2.22614e-05,0,-0.0113044,27
2.68209,442.555,-0.000280934,2.11758e-22,-0.00922533,3.0919,-10.5775,-6.93889e-18,1.14159,-6.93889e-18,-0.0128988,4.33681e-19,0.937343,-4.33681e-19,23.2359,-388.689,-2.22045e-16,8831.31,0.242162,1.25434e+06,945.099,0.000120477,183927,0,9101,1,2.30859e-05,2.30859e-05,0,-0.0113044,28
2.68258,442.564,-0.000290075,-1.05879e-22,-0.00922448,3.09172,-10.6467,-6.93889e-18,1.17807,-6.93889e-18,-0.0129832,-4.33681e-19,0.966939,-4.33681e-19,23.2316,-381.813,0,8832.14,0.242162,1.25457e+06,945.092,0.000120476,183760,0,9101,1,2.39104e-05,2.39104e-05,0,-0.0113044,29
2.68308,442.574,-0.000299216,-4.23516e-22,-0.00922363,3.09154,-10.7159,1.38778e-17,1.21454,1.38778e-17,-0.0130676,-4.33681e-19,0.996534,4.33681e-19,23.2272,-374.937,-2.22045e-16,8832.98,0.242162,1.2548e+06,945.086,0.000120475,183593,0,9101,1,2.47349e-05,2.47349e-05,0,-0.0113044,30
2.68357,442.584,-0.000308357,-1.05879e-22,-0.00922278,3.09136,-10.7851,1.38778e-17,1.25102,1.38778e-17,-0.013152,0,1.02613,4.33681e-19,23.2229,-368.062,0,8833.81,0.242162,1.25504e+06,945.079,0.000120475,183426,0,9101,1,2.55594e-05,2.55594e-05,0,-0.0113044,31
2.68407,442.594,-0.000317499,-5.29396e-22,-0.00922193,3.09118,-10.8543,-1.38778e-17,1.28749,-1.38778e-17,-0.0132364,0,1.05573,2.1684e-19,23.2186,-361.186,2.22045e-16,8834.64,0.242162,1.25527e+06,945.072,0.000120474,183259,0,9101,1,2.63839e-05,2.63839e-05,0,-0.0113044,32
